"ZIP
code [1]",Size of adjusted gross income,Number of returns,Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Number of dependents,Elderly returns,Adjusted gross income (AGI) [6],"Business or profession - Number of returns
net income (less loss)",Farm returns,Unemployment compensation [8],Taxable Social Security benefits,Partnership/S-corp net income (less loss),Self-employment tax
98052,"$50,000 under $75,000",3430,2130,980,250,5620,1240,790,212865,480,** ,140,560,140,360
98052,"$75,000 under $100,000",3060,1390,1450,170,6030,1530,640,265924,380,** ,100,470,150,270
98052,"$100,000 under $200,000",8460,2910,5070,350,18760,5260,1530,1230391,1100,30,230,980,510,790
98052,"$200,000 or more",8850,1030,7560,210,26310,9950,880,3713307,1270,** ,150,440,1130,960
,,,,,,,,,,,,,,,
98053,,10030,3740,5820,400,21990,6890,3300,2081447,1590,30,210,2230,1140,1270
98053,"$1 under $25,000",1760,1500,190,60,1470,180,450,18181,210,** ,** ,120,40,180
98053,"$25,000 under $50,000",1100,780,230,80,1600,310,400,40203,160,0,40,310,50,130
98053,"$50,000 under $75,000",920,540,290,70,1450,250,440,56836,130,** ,20,350,60,120
98053,"$75,000 under $100,000",790,320,410,40,1480,290,410,68178,100,** ,20,330,80,80
98053,"$100,000 under $200,000",2180,420,1680,80,5360,1510,990,318256,410,30,70,740,280,300
98053,"$200,000 or more",3280,180,3020,70,10630,4350,610,1579793,580,** ,60,380,630,460
,,,,,,,,,,,,,,,
98055,,12290,6830,3860,1380,21280,5730,2420,830265,1650,0,380,1320,380,1220
98055,"$1 under $25,000",2900,2220,290,340,3510,870,520,38475,470,0,60,130,20,380
98055,"$25,000 under $50,000",3250,2170,490,500,5010,1310,520,120637,390,0,100,340,50,270
98055,"$50,000 under $75,000",2210,1300,580,280,3740,960,430,135265,270,0,80,270,60,180
98055,"$75,000 under $100,000",1520,610,760,140,3140,860,330,131614,180,0,60,210,60,140
98055,"$100,000 under $200,000",1980,460,1400,120,4820,1440,500,268647,270,0,80,310,110,190
98055,"$200,000 or more",430,70,340,** ,1060,290,120,135627,70,0,** ,60,80,60
,,,,,,,,,,,,,,,
98056,,17790,9050,6600,1830,32850,9410,3570,1715488,2710,0,550,1870,1090,2150
98056,"$1 under $25,000",3960,3050,420,430,4580,1070,740,50073,660,0,80,160,80,550
98056,"$25,000 under $50,000",4040,2600,710,640,6640,1960,600,149394,500,0,130,360,120,390
98056,"$50,000 under $75,000",2760,1520,810,360,4970,1410,570,169991,350,0,100,370,110,260
98056,"$75,000 under $100,000",1950,830,910,170,3980,1120,470,168825,250,0,70,310,100,190
98056,"$100,000 under $200,000",3350,850,2290,170,7960,2320,840,467064,590,0,130,500,300,440
98056,"$200,000 or more",1730,200,1460,60,4720,1530,350,710141,360,0,40,170,380,320
,,,,,,,,,,,,,,,
98057,,7470,4690,1700,930,11780,2830,1530,482905,1000,0,260,790,230,750
98057,"$1 under $25,000",1830,1400,140,240,2330,550,410,24617,310,0,50,100,20,270
98057,"$25,000 under $50,000",2260,1590,240,380,3350,870,340,84612,270,0,80,200,30,180
98057,"$50,000 under $75,000",1400,870,330,180,2270,540,260,86339,160,0,60,150,20,100
98057,"$75,000 under $100,000",790,410,300,60,1420,340,180,67949,90,0,30,130,30,60
98057,"$100,000 under $200,000",930,350,510,70,1850,400,250,124556,130,0,40,150,70,100
98057,"$200,000 or more",260,70,180,** ,560,130,90,94832,40,0,** ,60,60,40
,,,,,,,,,,,,,,,
98058,,21500,10320,8690,2140,40840,11900,5020,1783309,3040,20,690,2940,990,2430
98058,"$1 under $25,000",4910,3820,500,510,5550,1300,900,61834,790,** ,90,240,80,680
98058,"$25,000 under $50,000",4560,2910,820,740,7410,2100,840,169384,510,20,140,580,100,410
98058,"$50,000 under $75,000",3360,1790,1060,430,6140,1730,810,207901,430,** ,120,570,110,340
98058,"$75,000 under $100,000",2440,900,1270,220,5180,1470,690,212943,340,** ,100,500,130,250
98058,"$100,000 under $200,000",4710,750,3710,220,12200,3790,1400,656041,700,** ,190,850,300,540
98058,"$200,000 or more",1520,150,1330,20,4360,1510,380,475206,270,** ,50,200,270,210
,,,,,,,,,,,,,,,
98059,,18970,8370,8850,1500,38950,12440,4050,2193259,2890,30,550,2390,1400,2300
98059,"$1 under $25,000",4060,3300,420,290,4060,800,770,48015,580,0,50,190,70,500
98059,"$25,000 under $50,000",3300,2120,660,460,5310,1420,700,122367,400,** ,90,500,100,310
98059,"$50,000 under $75,000",2450,1310,780,310,4480,1250,610,151548,350,30,90,440,130,280
98059,"$75,000 under $100,000",1880,700,970,170,3990,1140,570,164132,280,** ,80,400,120,200
98059,"$100,000 under $200,000",4470,770,3460,200,12210,4290,990,633439,770,** ,170,650,410,580
98059,"$200,000 or more",2810,170,2560,70,8900,3540,410,1073758,510,** ,70,210,570,430
,,,,,,,,,,,,,,,
98065,,6860,2500,3810,490,15950,5910,1110,1115264,1110,0,230,660,630,860
98065,"$1 under $25,000",1190,1040,80,60,810,130,180,12253,120,0,** ,50,** ,100
98065,"$25,000 under $50,000",810,570,120,100,1160,260,170,30336,110,0,40,120,50,80
98065,"$50,000 under $75,000",590,330,180,80,1110,330,160,36730,90,0,40,100,40,70
98065,"$75,000 under $100,000",560,200,280,80,1240,400,150,49314,90,0,30,120,50,70
98065,"$100,000 under $200,000",1860,270,1450,110,5400,2100,300,274751,360,0,70,200,170,270
98065,"$200,000 or more",1850,90,1700,60,6230,2690,150,711880,340,0,50,70,320,270
,,,,,,,,,,,,,,,
98070,,5490,2580,2500,330,9930,2280,2370,633686,1510,60,130,1450,670,1260
98070,"$1 under $25,000",1370,1090,160,100,1450,230,440,15344,370,** ,** ,110,60,330
98070,"$25,000 under $50,000",930,600,220,90,1420,290,370,34629,230,30,50,260,60,200
98070,"$50,000 under $75,000",700,370,270,50,1240,270,340,43056,200,** ,30,240,70,160
98070,"$75,000 under $100,000",530,170,320,30,1100,250,270,46128,150,** ,** ,210,60,120
98070,"$100,000 under $200,000",1250,240,950,60,2980,780,630,173460,350,30,50,430,180,270
98070,"$200,000 or more",710,110,580,** ,1740,460,320,321069,210,** ,** ,200,240,180
,,,,,,,,,,,,,,,
98072,,12550,5560,6150,720,25000,7180,3320,2031305,2140,50,380,1960,1370,1800
98072,"$1 under $25,000",2430,2080,220,110,2140,300,520,27360,360,** ,40,140,60,300
98072,"$25,000 under $50,000",1800,1270,310,190,2610,530,420,67324,260,** ,70,300,70,220
98072,"$50,000 under $75,000",1500,910,410,160,2420,510,450,92630,220,** ,60,320,90,190
98072,"$75,000 under $100,000",1120,470,560,80,2180,510,410,97684,190,** ,40,290,100,150
98072,"$100,000 under $200,000",2870,600,2120,120,7090,2100,910,413471,560,50,110,600,350,450
98072,"$200,000 or more",2830,230,2530,60,8560,3230,610,1332836,550,** ,60,310,700,490
,,,,,,,,,,,,,,,
98074,,12680,4220,7840,490,30180,11000,2360,2992892,2030,0,330,1240,1270,1630
98074,"$1 under $25,000",2250,1990,180,50,1440,200,290,20716,240,0,20,60,50,200
98074,"$25,000 under $50,000",1080,790,190,80,1470,260,220,39952,170,0,20,150,50,150
98074,"$50,000 under $75,000",840,500,240,80,1380,310,240,51663,130,0,30,160,60,120
98074,"$75,000 under $100,000",770,310,380,70,1570,420,280,67573,130,0,40,180,80,110
98074,"$100,000 under $200,000",2830,460,2230,120,7730,2700,770,422782,540,0,110,470,290,400
98074,"$200,000 or more",4910,170,4620,90,16590,7110,560,2390206,820,0,110,220,740,650
,,,,,,,,,,,,,,,
98075,,10660,3610,6530,450,25550,9700,1930,2564469,1790,0,260,1020,1270,1450
98075,"$1 under $25,000",2090,1890,140,50,1200,170,230,18666,200,0,** ,50,50,190
98075,"$25,000 under $50,000",870,650,140,70,1180,240,160,31813,140,0,40,110,40,100
98075,"$50,000 under $75,000",630,360,200,60,1040,230,190,39229,90,0,40,130,50,70
98075,"$75,000 under $100,000",580,240,260,60,1150,320,200,50407,90,0,** ,130,50,70
98075,"$100,000 under $200,000",2100,320,1640,120,5850,2120,610,315504,450,0,80,370,250,340
98075,"$200,000 or more",4390,150,4150,90,15130,6620,540,2108850,820,0,100,230,830,680
,,,,,,,,,,,,,,,
98077,,6200,2360,3530,250,13370,4330,1680,1416890,1060,0,180,940,790,910
98077,"$1 under $25,000",1220,1100,80,40,810,120,180,11831,130,0,40,50,30,130
98077,"$25,000 under $50,000",680,500,120,40,910,160,160,24696,100,0,** ,120,40,80
98077,"$50,000 under $75,000",500,280,170,50,870,200,170,31062,80,0,30,130,40,70
98077,"$75,000 under $100,000",420,150,230,30,870,220,200,36509,80,0,** ,150,50,70
98077,"$100,000 under $200,000",1360,210,1070,60,3520,1090,520,199063,280,0,60,290,180,210
98077,"$200,000 or more",2020,120,1860,30,6390,2540,450,1113729,390,0,50,200,450,350
,,,,,,,,,,,,,,,
98087,,18850,9820,6560,2130,35010,10520,2930,1321363,2790,0,620,1520,760,2130
98087,"$1 under $25,000",4500,3400,520,510,5670,1490,680,58746,830,0,100,150,70,670
98087,"$25,000 under $50,000",4970,3170,850,810,8240,2470,610,183431,670,0,150,370,110,500
98087,"$50,000 under $75,000",3210,1670,1060,400,6120,1860,530,196936,420,0,110,330,100,310
98087,"$75,000 under $100,000",2120,820,1060,210,4600,1430,380,183024,290,0,90,250,100,200
98087,"$100,000 under $200,000",3270,660,2390,200,8350,2690,560,442772,460,0,140,330,220,350
98087,"$200,000 or more",780,100,680,** ,2030,580,170,256454,120,0,30,90,160,100
,,,,,,,,,,,,,,,
98092,,22470,10170,9430,2540,45770,15370,4640,1847444,3260,70,670,2740,1200,2580
98092,"$1 under $25,000",5440,4160,570,630,6440,1790,790,66569,770,** ,80,190,80,670
98092,"$25,000 under $50,000",4790,2850,950,900,8530,2900,800,176647,640,** ,150,570,100,500
98092,"$50,000 under $75,000",3440,1620,1210,520,7130,2490,730,211620,500,30,120,490,150,370
98092,"$75,000 under $100,000",2510,800,1410,260,6010,2090,660,218401,340,** ,100,480,150,270
98092,"$100,000 under $200,000",4850,640,3970,210,13380,4570,1260,670392,750,40,190,810,370,540
98092,"$200,000 or more",1440,100,1320,20,4280,1530,400,503815,260,** ,30,200,350,230
,,,,,,,,,,,,,,,
98101,,9600,7160,2000,240,12260,920,1600,2087048,1240,0,200,1020,810,1020
98101,"$1 under $25,000",1200,1060,50,60,1240,100,260,15442,190,0,40,60,20,160
98101,"$25,000 under $50,000",1510,1350,70,60,1680,130,190,56677,170,0,40,130,40,140
98101,"$50,000 under $75,000",1280,1120,90,50,1410,70,190,79237,140,0,30,140,50,100
98101,"$75,000 under $100,000",910,750,120,** ,1080,50,160,79342,100,0,30,130,50,80
98101,"$100,000 under $200,000",2680,1970,630,30,3500,200,360,381725,290,0,40,280,190,220
98101,"$200,000 or more",2020,910,1040,40,3350,370,440,1474625,350,0,20,280,460,320
,,,,,,,,,,,,,,,
98102,,16930,13510,2880,320,20920,1610,2030,2604052,2680,0,430,1130,1160,2240
98102,"$1 under $25,000",2270,2140,60,30,2050,50,290,30171,520,0,60,70,40,440
98102,"$25,000 under $50,000",3580,3340,130,60,3750,110,310,135630,550,0,120,180,90,450
98102,"$50,000 under $75,000",3170,2890,180,50,3460,120,260,195145,400,0,100,160,90,320
98102,"$75,000 under $100,000",1970,1650,260,30,2310,100,210,170133,260,0,50,140,90,200
98102,"$100,000 under $200,000",3580,2520,930,90,4840,350,450,498727,490,0,70,290,260,400
98102,"$200,000 or more",2360,970,1320,60,4510,880,510,1574246,460,0,30,290,590,430
,,,,,,,,,,,,,,,
98103,,30430,20760,8260,1010,45490,7910,4780,3851209,5210,0,750,2670,2090,4380
98103,"$1 under $25,000",4770,4370,200,160,4430,370,820,60931,1010,0,70,190,100,860
98103,"$25,000 under $50,000",6170,5520,350,220,7000,580,720,231804,940,0,190,470,160,780
98103,"$50,000 under $75,000",4980,4210,510,160,5980,520,760,306483,640,0,150,510,150,530
98103,"$75,000 under $100,000",3330,2400,740,120,4610,550,650,287838,470,0,90,400,180,390
98103,"$100,000 under $200,000",6370,3170,2890,220,11400,2160,1230,895639,1160,0,160,790,570,950
98103,"$200,000 or more",4810,1090,3570,130,12070,3730,600,2068514,990,0,90,310,930,870
,,,,,,,,,,,,,,,
98104,,7350,5570,1300,350,9520,1090,1150,911629,980,0,180,610,460,820
98104,"$1 under $25,000",1740,1450,140,120,2000,280,300,22004,280,0,50,40,20,230
98104,"$25,000 under $50,000",1820,1490,170,120,2290,330,180,66729,210,0,50,80,30,160
98104,"$50,000 under $75,000",1070,910,110,40,1280,110,120,65347,110,0,30,70,30,90
98104,"$75,000 under $100,000",680,510,130,20,880,70,90,58807,80,0,20,70,30,60
98104,"$100,000 under $200,000",1260,880,330,50,1710,110,200,174731,140,0,30,160,100,120
98104,"$200,000 or more",780,330,420,** ,1360,190,260,524011,160,0,** ,190,250,160
,,,,,,,,,,,,,,,
98105,,17810,12260,4820,560,25850,5390,2880,2982020,2830,30,290,1670,1520,2520
98105,"$1 under $25,000",5700,5350,180,120,4280,320,420,65771,650,** ,50,90,100,560
98105,"$25,000 under $50,000",3870,3430,250,140,4390,400,360,139861,430,0,70,210,90,360
98105,"$50,000 under $75,000",1930,1510,320,80,2540,310,340,118372,260,** ,50,230,70,220
98105,"$75,000 under $100,000",1050,670,310,50,1610,250,320,91349,170,** ,30,220,60,140
98105,"$100,000 under $200,000",2370,950,1300,90,4720,1060,710,340368,540,30,50,500,280,450
98105,"$200,000 or more",2890,350,2460,80,8310,3050,730,2226299,780,** ,40,420,920,790
,,,,,,,,,,,,,,,
98106,,13110,7460,3780,1630,22480,6070,2000,966475,2170,0,470,910,480,1760
98106,"$1 under $25,000",3020,2260,250,470,3990,1150,520,39257,620,0,70,90,50,540
98106,"$25,000 under $50,000",3430,2280,420,660,5480,1670,470,126183,440,0,130,250,50,330
98106,"$50,000 under $75,000",2210,1380,520,240,3600,880,380,135809,310,0,80,220,70,250
98106,"$75,000 under $100,000",1390,690,540,120,2590,660,220,119995,230,0,70,140,60,190
98106,"$100,000 under $200,000",2360,710,1510,140,5190,1320,330,323899,430,0,90,180,150,330
98106,"$200,000 or more",700,140,540,** ,1630,390,80,221332,140,0,30,30,100,120
,,,,,,,,,,,,,,,
98107,,17340,12260,4300,540,24540,3370,2490,2060763,2810,0,420,1350,1090,2360
98107,"$1 under $25,000",2450,2230,130,60,2340,150,500,31836,520,0,40,120,60,440
98107,"$25,000 under $50,000",3460,3110,180,120,3850,260,420,130966,510,0,120,250,100,430
98107,"$50,000 under $75,000",2960,2510,290,110,3490,260,370,183374,380,0,100,240,90,310
98107,"$75,000 under $100,000",2060,1560,410,70,2730,260,330,178357,290,0,60,200,100,230
98107,"$100,000 under $200,000",3930,2120,1630,120,6630,1070,610,551048,650,0,80,400,310,530
98107,"$200,000 or more",2480,730,1660,60,5500,1370,260,985182,460,0,20,140,430,420
,,,,,,,,,,,,,,,
98108,,12490,6900,3820,1510,22250,6560,2170,851987,2070,0,380,980,560,1690
98108,"$1 under $25,000",3400,2400,490,470,4780,1470,620,43947,690,0,80,80,60,600
98108,"$25,000 under $50,000",3690,2230,740,620,6500,2100,520,136661,530,0,110,280,70,410
98108,"$50,000 under $75,000",2020,1140,580,250,3610,1020,390,123573,270,0,70,230,70,210
98108,"$75,000 under $100,000",1030,470,440,80,2010,540,230,89029,140,0,40,130,50,100
98108,"$100,000 under $200,000",1670,500,1070,90,3750,1010,310,229864,320,0,80,190,160,270
98108,"$200,000 or more",680,160,500,** ,1600,420,100,228913,120,0,** ,70,150,100
,,,,,,,,,,,,,,,
98109,,19740,14600,4420,460,26560,2910,2170,3113911,2550,0,480,1320,1220,2060
98109,"$1 under $25,000",2120,1910,90,80,2040,170,310,28024,430,0,50,80,70,370
98109,"$25,000 under $50,000",3090,2830,130,90,3350,190,280,117261,390,0,110,170,70,300
98109,"$50,000 under $75,000",2980,2640,230,70,3370,180,290,185818,320,0,120,200,90,260
98109,"$75,000 under $100,000",2350,1940,310,60,2820,190,230,204369,250,0,60,160,90,180
98109,"$100,000 under $200,000",5460,3800,1480,90,7570,650,580,774096,570,0,90,410,270,430
98109,"$200,000 or more",3740,1480,2180,70,7410,1530,480,1804343,590,0,50,300,630,520
,,,,,,,,,,,,,,,
98110,,12080,5000,6350,600,23800,6320,4880,2374911,2940,50,240,3130,1960,2570
98110,"$1 under $25,000",2440,2090,220,100,2080,250,600,26178,450,** ,20,150,80,390
98110,"$25,000 under $50,000",1440,990,310,110,2070,360,510,53158,320,** ,40,370,100,280
98110,"$50,000 under $75,000",1170,660,390,90,1890,340,580,72788,270,** ,30,450,120,230
98110,"$75,000 under $100,000",1030,420,540,70,1990,430,570,90048,270,** ,40,450,120,220
98110,"$100,000 under $200,000",2940,580,2200,140,7100,1950,1470,423313,790,50,70,1050,490,640
98110,"$200,000 or more",3060,260,2690,90,8670,2990,1150,1709426,840,** ,40,660,1050,810
,,,,,,,,,,,,,,,
98112,,12660,7760,4230,470,20180,4270,2990,4202173,2600,20,320,1930,1950,2330
98112,"$1 under $25,000",2060,1910,60,70,1590,130,340,23511,390,** ,30,90,70,330
98112,"$25,000 under $50,000",2030,1810,120,60,2260,170,310,76415,330,0,70,220,80,280
98112,"$50,000 under $75,000",1640,1370,150,70,1940,180,340,100983,250,20,60,250,70,190
98112,"$75,000 under $100,000",1060,780,210,50,1420,160,240,91626,190,0,30,180,80,160
98112,"$100,000 under $200,000",2330,1180,1020,90,4040,700,740,332749,500,** ,60,560,340,420
98112,"$200,000 or more",3540,710,2670,130,8930,2930,1020,3576889,940,** ,70,630,1310,950
,,,,,,,,,,,,,,,
98115,,28130,16050,10500,1200,48640,11680,6470,4045902,5320,30,680,3730,2450,4520
98115,"$1 under $25,000",5180,4680,270,180,4390,420,930,60189,840,** ,80,220,90,710
98115,"$25,000 under $50,000",4950,4200,430,230,5890,630,840,183509,720,** ,150,580,130,580
98115,"$50,000 under $75,000",3820,2900,630,200,5100,670,900,236732,550,** ,100,620,160,470
98115,"$75,000 under $100,000",2740,1670,860,160,4280,690,800,238007,470,** ,90,540,170,380
98115,"$100,000 under $200,000",5960,1920,3680,280,13130,3500,1850,856714,1350,30,160,1130,650,1110
98115,"$200,000 or more",5480,680,4630,150,15850,5770,1150,2470751,1390,** ,100,640,1250,1270
,,,,,,,,,,,,,,,
98116,,15560,9070,5500,760,25620,5160,3750,2099035,2780,0,460,2240,1420,2330
98116,"$1 under $25,000",2330,2050,150,100,2140,200,600,27955,460,0,40,160,80,410
98116,"$25,000 under $50,000",2520,2110,200,160,3000,320,530,95762,390,0,90,370,70,320
98116,"$50,000 under $75,000",2430,1870,320,170,3130,390,530,150117,330,0,90,360,110,260
98116,"$75,000 under $100,000",1810,1180,490,110,2670,370,470,157637,290,0,60,330,100,210
98116,"$100,000 under $200,000",3790,1400,2190,160,7750,1770,1020,537407,720,0,130,690,390,580
98116,"$200,000 or more",2680,460,2150,60,6930,2110,600,1130157,590,0,50,330,670,550
,,,,,,,,,,,,,,,
98117,,18600,9900,7600,880,33340,7980,4130,2628311,3580,0,490,2260,1740,3140
98117,"$1 under $25,000",2920,2580,210,100,2590,250,660,34438,500,0,40,150,70,440
98117,"$25,000 under $50,000",3020,2520,280,170,3660,410,610,112769,480,0,90,420,100,400
98117,"$50,000 under $75,000",2530,1860,460,150,3420,440,610,156235,440,0,80,370,110,370
98117,"$75,000 under $100,000",1890,1110,630,120,3030,500,600,164431,340,0,60,380,140,300
98117,"$100,000 under $200,000",4520,1310,2940,240,10300,2840,1130,648308,990,0,140,680,530,830
98117,"$200,000 or more",3720,520,3080,100,10340,3540,520,1512130,830,0,80,260,790,800
,,,,,,,,,,,,,,,
98118,,24910,13580,7600,3230,44400,13110,4650,2050247,4620,0,770,2340,1260,3880
98118,"$1 under $25,000",6630,4920,660,950,8730,2550,1100,85335,1520,0,140,210,100,1340
98118,"$25,000 under $50,000",6740,4100,1170,1300,11560,3730,1010,247518,970,0,220,550,110,750
98118,"$50,000 under $75,000",3720,2100,1030,490,6690,1950,770,227297,530,0,150,450,130,420
98118,"$75,000 under $100,000",2230,1030,910,240,4360,1220,530,193284,370,0,80,350,120,300
98118,"$100,000 under $200,000",3770,1110,2390,200,8420,2260,890,520953,810,0,130,600,360,680
98118,"$200,000 or more",1820,320,1440,50,4640,1400,350,775860,420,0,50,180,440,390
,,,,,,,,,,,,,,,
98119,,13730,9340,3750,450,20160,3280,2400,2612733,2260,0,390,1370,1190,1960
98119,"$1 under $25,000",1960,1830,50,50,1630,90,320,24409,340,0,40,70,50,300
98119,"$25,000 under $50,000",2520,2270,140,80,2790,180,310,96023,380,0,100,190,70,320
98119,"$50,000 under $75,000",2290,1940,230,80,2690,190,360,141232,300,0,90,240,70,260
98119,"$75,000 under $100,000",1590,1200,320,50,2100,190,270,136953,240,0,50,180,80,190
98119,"$100,000 under $200,000",2780,1490,1130,110,4580,680,620,390938,460,0,60,430,280,370
98119,"$200,000 or more",2590,610,1880,80,6370,1950,520,1823178,540,0,50,260,640,520
,,,,,,,,,,,,,,,
98121,,11870,8910,2540,230,15020,940,1270,2149530,1330,0,280,680,750,1020
98121,"$1 under $25,000",1270,1150,60,40,1210,70,220,16072,200,0,40,50,30,160
98121,"$25,000 under $50,000",1550,1400,80,50,1660,70,150,58551,180,0,50,80,40,140
98121,"$50,000 under $75,000",1400,1230,110,40,1550,60,130,87029,150,0,40,80,50,100
98121,"$75,000 under $100,000",1220,1020,160,** ,1440,80,140,105945,130,0,40,90,50,100
98121,"$100,000 under $200,000",3670,2760,790,50,4650,210,290,527427,290,0,60,200,190,200
98121,"$200,000 or more",2760,1350,1340,50,4510,450,340,1354506,380,0,50,180,390,320
,,,,,,,,,,,,,,,
98122,,24320,18690,4270,980,31730,4160,2430,2788655,3850,0,630,1230,1350,3200
98122,"$1 under $25,000",4520,4010,160,280,4500,620,530,58155,910,0,80,100,80,790
98122,"$25,000 under $50,000",5530,4890,250,290,6320,660,440,207046,760,0,190,270,100,620
98122,"$50,000 under $75,000",4030,3500,320,140,4710,410,330,247230,480,0,130,200,100,370
98122,"$75,000 under $100,000",2460,1960,370,80,3060,250,260,213038,370,0,80,160,100,290
98122,"$100,000 under $200,000",4760,3230,1340,120,6890,800,500,672196,700,0,100,300,330,550
98122,"$200,000 or more",3020,1100,1830,70,6250,1420,370,1390990,630,0,50,200,640,580
